Flow IAT Mean,Flow Duration,Fwd Packets/s,Flow Packets/s,FWD Init Win Bytes,Flow Bytes/s,Idle Mean,Label
1477425.2368421054,56142159,0.4452981581987255,0.6946651267900118,1024,48.982797401859806,159,ComingHome
864967.4615384616,11244577,0.5335905476924566,1.2450446112823987,63784,105.0284061374652,159,ComingHome
509620.2,2548101,2.354694731488273,2.354694731488273,22008,0.0,159,ComingHome
9105951.4,45529757,0.0658909732375685,0.1317819464751371,767,1.1860375182762342,160,ComingHome
8918.499999999998,178370,33.63794360038123,117.7328026013343,29200,66070.52755508214,160,ComingHome
656.0534759358285,122682,432.0112159893057,1532.4171435092353,29200,1487145.6285355636,160,ComingHome
2131.6463414634136,174795,148.74567350324665,474.8419577219028,29200,399771.1605023027,160,ComingHome
2423.0,4846,412.7115146512588,619.0672719768882,1438,0.0,160,ComingHome
3010.5822784810143,237836,96.7052927227165,336.3662355572748,29200,292470.4418170504,160,ComingHome
47261.0,47261,21.159095237087666,42.31819047417533,0,1904.3185713378896,1000000,ComingHome
18206532.4,91032662,0.0439402727781375,0.0659104091672063,1641,1.4060887289004027,12,Idle
2101645.0816326533,102980609,0.2524747158953002,0.4855282997986543,280,9.46780184607376,3,Idle
144415.0,288830,6.9244884534155045,10.386732680123258,0,1699.9619153135063,17,Idle
20242269.4,101211347,0.0592818905967134,0.0592818905967134,0,18.14025852259431,28,Idle
2336154.0,7008462,0.570738629959041,0.570738629959041,14600,0.0,1,Idle
9547740.81818182,105025149,0.0571291738895795,0.114258347779159,0,6.227079953964169,7,Idle
226671.0,453342,4.4116803649342,6.617520547401299,0,1089.685050138747,23,Idle
9813.67857142857,274783,54.58852985810621,105.53782439233868,65535,25416.41950193425,38,Idle
6267.09090909091,206814,87.03472685601555,164.39892850580716,29200,33508.36983956599,22,Idle
4031088.379310345,116901563,0.2309635500767427,0.2566261667519364,0,15.602870938517734,5,Idle
21937.5,43875,45.58404558404559,68.37606837606837,460,0.0,2302,Interactions_Audio
29487.0,29487,67.82649981347713,67.82649981347713,1883,0.0,1000000,Interactions_Audio
15761.780487804876,646233,30.948589750136563,64.99203847528678,4244,36708.12230263698,2320,Interactions_Audio
36656.5,73313,27.28029135351165,40.92043703026748,1595,872.9693233123729,2316,Interactions_Audio
1713.602272727272,150797,172.4172231543068,590.1974177205117,29200,525918.9506422542,1802,Interactions_Audio
21625.93333333333,324389,24.66174870294616,49.32349740589231,65535,5104.981981509854,2302,Interactions_Audio
14979.176470588238,509292,39.27020255570479,68.72285447248338,65535,19481.947487885143,2307,Interactions_Audio
4958.5,9917,302.5108399717656,302.5108399717656,1686,3125.9453463749114,1000000,Interactions_Audio
32899.0,32899,30.3960606705371,60.7921213410742,0,2674.853339007265,1000000,Interactions_Audio
1227286.888888889,11045582,0.362135738976905,0.9053393474422624,507,103.38975347790635,1881,Interactions_Audio
2389.0,2389,418.5851820845542,837.1703641691084,0,36835.49602344077,1000000,Interactions_Cameras
580401.2,2902006,1.3783569020877282,2.0675353531315923,29200,18.60781817818433,1885,Interactions_Cameras
2283.0,2283,438.02014892685065,876.0402978537013,0,52562.41787122208,1000000,Interactions_Cameras
14514.82553956835,8070243,22.304161101468694,69.01898740843367,0,47599.558030656575,1887,Interactions_Cameras
2488.0,2488,401.9292604501608,803.8585209003215,0,35369.774919614145,1000000,Interactions_Cameras
6473169.0,38839014,0.1802311459297087,0.1802311459297087,0,31.720681683628737,274224,Interactions_Cameras
995.0,1990,1005.0251256281408,1507.537688442211,114,0.0,1796,Interactions_Cameras
10203004.0,10203004,0.1960207013542286,0.1960207013542286,0,3.1363312216676578,1000000,Interactions_Cameras
2632.0,2632,379.9392097264438,759.8784194528876,0,33434.650455927054,1000000,Interactions_Cameras
31683.09523809524,665345,19.538735543214425,33.065552457747486,14600,10854.519084084195,1888,Interactions_Cameras
29726.666666666664,89180,11.213276519398969,44.85310607759588,126,0.0,1797,Interactions_Other
23674.15789473684,449809,24.454824158698468,44.46331665217903,29200,12996.627457431932,1797,Interactions_Other
824.0,824,2427.1844660194174,2427.1844660194174,1024,0.0,1000000,Interactions_Other
44630.07142857142,624821,14.404125341497808,24.00687556916301,29200,6334.61423351648,1797,Interactions_Other
8209.923076923078,106729,56.21714810407668,131.17334557617892,545,87530.09959804738,1797,Interactions_Other
806.5,1613,1859.8884066955984,1859.8884066955984,117,19218.846869187848,1000000,Interactions_Other
2090.6666666666665,6272,478.3163265306123,637.7551020408164,0,0.0,1797,Interactions_Other
57.0,57,35087.71929824561,35087.71929824561,7,0.0,1000000,Interactions_Other
4708.5,9417,212.3818625889349,318.5727938834024,501,0.0,1797,Interactions_Other
782.3333333333333,2347,426.0758414997869,1704.3033659991477,117,0.0,1797,Interactions_Other
28245.0,28245,35.40449637103912,70.80899274207825,0,4319.348557266773,1000000,LeavingHome
106910.48941176468,45436958,5.876273671314,9.37562765535492,6434,1947.0273516109949,146,LeavingHome
289985.0,289985,6.896908460782455,6.896908460782455,0,0.0,1000000,LeavingHome
14622.217787114823,20880527,37.49905354400298,68.4369700055942,14600,51839.11306453137,146,LeavingHome
45571.333333333336,683570,13.166171716137338,23.406527495355267,14600,2643.4746990066856,146,LeavingHome
1331383.534883721,57249492,0.4890873092812771,0.7685657717277212,1022,53.799604020940485,146,LeavingHome
24241.800000000003,363627,22.00056651458776,44.00113302917551,65535,4468.865073275637,146,LeavingHome
202372.55121951224,41486373,2.434534346977018,4.9654858958145125,1588,695.5536942214736,146,LeavingHome
4408978.727272728,48498766,0.1237144879108882,0.2474289758217765,1321,0.0,146,LeavingHome
13334008.0,40002024,0.099994940256023,0.099994940256023,0,0.0,545408,LeavingHome
16186.176470588236,275165,36.34183126487744,65.41529627677939,29200,16244.798575400217,3088,Power_Audio
9410.263157894737,178795,61.52297323750664,111.85995134092116,65535,43899.43790374451,3016,Power_Audio
989562.0,989562,2.0210962021581262,2.0210962021581262,65535,0.0,1000000,Power_Audio
23176.0,23176,43.14808422506041,86.29616845012082,0,0.0,1000000,Power_Audio
233278.5277777777,8398027,2.024284989795817,4.405796742496779,65535,834.2435669711468,3083,Power_Audio
38449.0,38449,26.00847876407709,52.01695752815418,0,2860.93266404848,1000000,Power_Audio
15720.607142857143,440177,38.62082753074331,65.88258814067977,65535,18390.329344786303,3098,Power_Audio
45804.0,45804,21.832154396995897,43.66430879399179,0,4497.423805781154,1000000,Power_Audio
10468.238095238095,219833,54.5868909581364,100.0759667565834,29200,22312.39167913825,3096,Power_Audio
1751586.1666666665,10509517,0.6660629598867388,0.6660629598867388,0,0.0,3530,Power_Audio
28232.0,28232,35.420799093227544,70.84159818645509,0,6021.535845848683,1000000,Power_Cameras
1502429.0,6009716,0.8319860705564123,0.8319860705564123,0,0.0,3596,Power_Cameras
4572201.111111111,41149810,0.1215072438973594,0.2430144877947188,0,27.169019735449567,3596,Power_Cameras
543.0,1629,1841.6206261510129,2455.4941682013505,0,0.0,3084,Power_Cameras
84982.0,84982,11.767197759525546,23.53439551905109,0,282.4127462286131,1000000,Power_Cameras
2336638.333333333,7009915,0.5706203284918576,0.5706203284918576,14600,0.0,3600,Power_Cameras
715831.5,4294989,0.2328294670836176,1.6298062695853237,465,111.9909736672201,3603,Power_Cameras
29515.0,29515,33.8810774182619,67.7621548365238,0,813.1458580382856,1000000,Power_Cameras
27472.39285714286,769227,20.80010192049941,37.70018473090518,14600,8113.339755364801,3605,Power_Cameras
71940.0,71940,13.900472616068946,27.80094523213789,0,1334.4453711426188,1000000,Power_Cameras
4877.333333333333,14632,205.0300710770913,273.3734281027884,0,0.0,3080,Power_Other
1659867.0,1659867,1.2049158155442574,1.2049158155442574,119,0.0,1000000,Power_Other
7680097.0,7680097,0.2604133775914549,0.2604133775914549,105,0.0,1000000,Power_Other
19115.0,19115,104.629871828407,104.629871828407,0,32016.740779492546,1000000,Power_Other
1076.571428571429,7536,1061.5711252653928,1061.5711252653928,0,221072.18683651809,3081,Power_Other
2522.333333333333,7567,396.4583058015065,528.6110744020087,0,0.0,3081,Power_Other
3327.6666666666665,9983,300.5108684764099,400.6811579685465,0,0.0,3080,Power_Other
68971.27272727272,758684,15.816861829167348,15.816861829167348,0,6176.4845442898495,3080,Power_Other
57.0,57,35087.71929824561,35087.71929824561,1026,0.0,1000000,Power_Other
743453.8,3717269,1.6140881921647316,1.6140881921647316,0,146.8820254869906,3081,Power_Other
