Flow Bytes/s,Flow Duration,Flow IAT Max,Flow IAT Min,Packet Length Mean,Fwd Packets/s,Average Packet Size,Fwd Packet Length Mean,Bwd Segment Size Avg,Packet Length Variance,Packet Length Max,Packet Length Std,Flow Packets/s,Bwd Packets/s,Packet Length Min,Fwd Packet Length Max,Idle Mean,Label
958.7399417907892,116820,116820.0,116820.0,46.33333333333333,8.560178051703476,69.5,27.0,85.0,1121.3333333333333,85.0,33.48631561299829,17.12035610340695,8.560178051703476,27.0,27.0,1000000,BROWSING
77.39972068425077,91318159,44999386.0,7.0,321.2727272727272,0.1204579693727728,336.57142857142856,75.81818181818183,623.4,253470.1125541125,1308.0,503.4581537269136,0.2299652142571117,0.1095072448843389,0.0,517.0,1292,BROWSING
1.0652219506601366,59142604,44999830.0,43.0,9.0,0.0338165698622265,10.5,0.0,15.75,567.0,63.0,23.81176179958132,0.1014497095866796,0.0676331397244531,0.0,0.0,1289,BROWSING
0.0,115017624,73003946.0,42013678.0,0.0,0.0260829592515317,0.0,0.0,0.0,0.0,0.0,0.0,0.0260829592515317,0.0,0.0,0.0,717618,BROWSING
35.148999309754565,73657858,40005106.0,1746.0,286.6,0.0543051360521507,318.44444444444446,508.75,110.8,57300.93333333333,586.0,239.3761335917458,0.1221865561173391,0.0678814200651884,0.0,586.0,1292,BROWSING
3979.231076463366,135202,135202.0,135202.0,193.0,7.396340290824101,289.5,41.0,497.0,69312.0,497.0,263.27172275046934,14.792680581648202,7.396340290824101,41.0,41.0,1000000,CHAT
1481.5753820800685,126217,126217.0,126217.0,73.66666666666666,7.922863005775767,110.5,34.0,153.0,4720.333333333333,153.0,68.70468203356546,15.845726011551534,7.922863005775767,34.0,34.0,1000000,CHAT
2014.634303581214,124092,124092.0,124092.0,95.66666666666666,8.058537214324856,143.5,37.0,213.0,10325.333333333332,213.0,101.61364737737412,16.117074428649712,8.058537214324856,37.0,37.0,1000000,CHAT
0.0,18822,18804.0,18.0,0.0,53.12931675698651,0.0,0.0,0.0,0.0,0.0,0.0,159.38795027095952,106.25863351397302,0.0,0.0,420,CHAT
94362.74509803922,816,721.0,95.0,30.75,3676.470588235294,41.0,25.666666666666664,0.0,470.25,46.0,21.68524844220144,3676.470588235294,0.0,0.0,46.0,1000000,CHAT
1.851005869927728,100485905,19789098.0,47.0,5.742857142857143,0.1990328892395406,5.911764705882353,5.300000000000001,5.714285714285714,40.13781512605041,15.0,6.335441194269773,0.338355911707219,0.1393230224676784,0.0,15.0,259,FTP
7.109819671213281,55135013,31008518.0,202427.0,28.0,0.25392213111476,30.0,28.0,0.0,0.0,28.0,0.0,0.25392213111476,0.0,28.0,28.0,261,FTP
162.60222691140766,270599,270599.0,270599.0,20.666666666666668,3.695505157077447,31.0,18.0,26.0,21.33333333333333,26.0,4.618802153517006,7.391010314154894,3.695505157077447,18.0,18.0,1000000,FTP
99.10047263302332,3410680,1837697.0,35.0,16.095238095238095,3.5183599751369226,16.9,17.916666666666668,15.375,595.1904761904761,77.0,24.3965259041216,5.863933291894871,2.3455733167579487,0.0,77.0,260,FTP
105.87306781651236,415592,415592.0,415592.0,20.666666666666668,2.406206086738917,31.0,18.0,26.0,21.33333333333333,26.0,4.618802153517006,4.812412173477834,2.406206086738917,18.0,18.0,1000000,FTP
68047.58082079467,68296594,525482.0,0.0,723.677203363437,31.99281065172884,723.7899081140009,3.4910755148741446,1095.323418319169,390780.9197699064,1308.0,625.1247233711897,94.01640146212856,62.02359081039971,0.0,85.0,1,MAIL
1996.4440694310515,132736,132736.0,132736.0,100.66666666666666,7.533751205400193,151.0,37.0,228.0,12160.333333333332,228.0,110.27390141521852,15.067502410800389,7.533751205400193,37.0,37.0,1000000,MAIL
3648.346475226551,8497,8472.0,25.0,7.75,353.06578792515006,10.333333333333334,10.333333333333332,0.0,240.25000000000003,31.0,15.500000000000002,353.06578792515006,0.0,0.0,31.0,1000000,MAIL
2900.720501543932,10687,10662.0,25.0,7.75,280.71488724618695,10.333333333333334,10.333333333333332,0.0,240.25000000000003,31.0,15.500000000000002,280.71488724618695,0.0,0.0,31.0,1000000,MAIL
0.0,35,35.0,35.0,0.0,57142.857142857145,0.0,0.0,0.0,0.0,0.0,0.0,57142.857142857145,0.0,0.0,0.0,1000000,MAIL
3272.060017537592,123164,123164.0,123164.0,145.33333333333331,8.119255626644149,218.0,33.0,370.0,37856.33333333333,370.0,194.56704071690388,16.238511253288298,8.119255626644149,33.0,33.0,1000000,P2P
135436.49628584328,3484371,1281750.0,2.0,741.9984276729567,77.4888781935104,743.1669291338583,1.1111111111111134,1292.0849315068492,419072.4803124844,1308.0,647.358077351696,182.24236167733,104.7534834838196,0.0,300.0,353,P2P
271022.3724918263,9687477,286449.0,0.0,788.9191706730777,134.60677119543098,789.1562969642321,1.113496932515338,1297.11863568957,407159.3234917067,1308.0,638.0903725113761,343.43307344110343,208.82630224567245,0.0,189.0,353,P2P
875.0489799002303,569111,283664.0,15.0,55.333333333333336,7.028505862652453,62.25,87.0,37.5,14506.0,348.0,120.44085685513866,14.057011725304903,7.028505862652453,0.0,348.0,353,P2P
37125.49866101269,1409274,287591.0,9.0,630.3614457831326,29.802579200354227,638.0487804878048,0.0,1308.0,432366.45312959154,1308.0,657.5457802538098,58.18598796259635,28.38340876224212,0.0,0.0,353,P2P
0.0,83755743,44997918.0,202062.0,0.0,0.0358184393397357,0.0,0.0,0.0,0.0,0.0,0.0,0.0596973988995596,0.0238789595598238,0.0,0.0,478779,Streaming
0.7616053070504112,86659060,45129838.0,49.0,8.25,0.0461578973969946,9.428571428571429,8.25,11.0,233.3571428571429,33.0,15.2760316462471,0.0807763204447405,0.0346184230477459,0.0,33.0,1280,Streaming
0.0,83549094,44997349.0,230619.0,0.0,0.0359070320977986,0.0,0.0,0.0,0.0,0.0,0.0,0.0598450534963311,0.0239380213985324,0.0,0.0,478780,Streaming
0.0,23,23.0,23.0,0.0,43478.260869565216,0.0,0.0,0.0,0.0,0.0,0.0,86956.52173913043,43478.260869565216,0.0,0.0,1000000,Streaming
52.634539402439614,91308864,44999361.0,22.0,165.7241379310345,0.1642775886468152,171.64285714285714,43.99999999999999,318.9230769230769,144693.7068965517,1308.0,380.38626013113526,0.3066514988073885,0.1423739101605732,0.0,262.0,1280,Streaming
528671.3286713286,715,715.0,715.0,137.0,1398.6013986013986,205.5,33.0,345.0,32448.0,345.0,180.13328398716322,2797.202797202797,1398.6013986013986,33.0,33.0,1000000,VoIP
527196.6527196653,717,717.0,717.0,137.0,1394.700139470014,205.5,33.0,345.0,32448.0,345.0,180.13328398716322,2789.400278940028,1394.700139470014,33.0,33.0,1000000,VoIP
6044.408921747383,40037,40037.0,40037.0,95.66666666666666,24.97689637085696,143.5,45.0,197.0,7701.333333333333,197.0,87.75724091682311,49.95379274171391,24.97689637085696,45.0,45.0,1000000,VoIP
575342.4657534247,657,657.0,657.0,137.0,1522.0700152207,205.5,33.0,345.0,32448.0,345.0,180.13328398716322,3044.1400304414,1522.0700152207,33.0,33.0,1000000,VoIP
97.29250050053842,118642238,58561722.0,8.0,240.4791666666668,0.2107175355205285,245.59574468085103,264.8399999999999,223.72727272727272,198164.46764184404,1338.0,445.1566776336665,0.3961489667785936,0.1854314312580651,0.0,1338.0,4731,VoIP
